date,call_vol,put_vol,vol_pcr,call_oi,put_oi,oi_pcr
2024-09-09,464616,407077,0.8762000000000001,805343,463054,0.575
2024-09-10,532735,483600,0.9078,837551,471719,0.5632
2024-09-11,515182,462921,0.8986,796927,533047,0.6689
2024-09-12,482900,469851,0.973,800185,545798,0.6820999999999999
2024-09-13,390469,329784,0.8445999999999999,826876,511973,0.6192
2024-09-18,459612,373285,0.8122,852161,487463,0.5720000000000001
2024-09-19,758899,548289,0.7225,850535,509378,0.5989
2024-09-20,546247,453328,0.8299,878610,498223,0.5671
2024-09-23,486090,390151,0.8026000000000001,853543,476954,0.5588000000000001
2024-09-24,1237442,865871,0.6997,684099,553031,0.8084
2024-09-25,1118078,669576,0.5989,446478,384535,0.8613
2024-09-26,993645,763196,0.7681,458376,463403,1.011
2024-09-27,1524310,1175529,0.7712,423960,602916,1.4221
2024-09-30,783320,922118,1.1772,377481,657343,1.7413999999999998
2024-10-08,357902,591926,1.6539,359528,674416,1.8758
2024-10-09,694215,660025,0.9508,429185,687206,1.6012
2024-10-10,846759,618407,0.7303000000000001,519094,675340,1.301
2024-10-11,972362,725172,0.7458,618704,642460,1.0384
2024-10-14,975282,649159,0.6656,640336,673803,1.0523
2024-10-15,842307,657794,0.7809,674708,686370,1.0173
2024-10-16,772465,747274,0.9674,725497,689306,0.9501
2024-10-17,796511,544885,0.6840999999999999,751478,694288,0.9239
2024-10-18,1885261,1145279,0.6075,691472,761232,1.1009
2024-10-21,1195454,644909,0.5395,629398,746024,1.1853
2024-10-22,756164,543582,0.7189,636596,756204,1.1879
2024-10-23,833666,496638,0.5957,457548,402418,0.8795000000000001
2024-10-24,610871,375029,0.6139,471550,420276,0.8913
2024-10-25,1201329,543787,0.4527,503779,468254,0.9295
2024-10-28,566695,285173,0.5032,532663,484328,0.9093
2024-10-29,580885,393397,0.6772,568424,495357,0.8715
2024-10-30,520058,419560,0.8068000000000001,609374,499631,0.8199
2024-10-31,990248,480133,0.4849,615343,513508,0.8345
2024-11-01,568668,472943,0.8317,633799,518508,0.8181
2024-11-04,470019,335793,0.7143999999999999,647858,550541,0.8498
2024-11-05,1135079,626312,0.5518,666554,568264,0.8525
2024-11-06,1018750,608101,0.5969,692382,590104,0.8523000000000001
2024-11-07,775944,558573,0.7199,728600,623067,0.8552
2024-11-08,813042,525564,0.6464,740724,636784,0.8597
2024-11-11,803939,655730,0.8156,728361,674528,0.9261
2024-11-12,908830,729729,0.8029000000000001,713150,678345,0.9512
2024-11-13,730595,600959,0.8226,729640,692408,0.949
2024-11-14,608681,521523,0.8568000000000001,752165,666466,0.8861
2024-11-15,770520,814093,1.0566,812121,629428,0.775
2024-11-18,857102,906393,1.0575,886555,612663,0.6911
2024-11-19,1049534,821808,0.7829999999999999,901562,652496,0.7237
2024-11-20,826925,607118,0.7342,885944,666301,0.7521
2024-11-21,631979,704188,1.1143,868508,682797,0.7862
2024-11-22,862774,1022006,1.1846,899286,645390,0.7177
2024-11-25,857179,974070,1.1364,915733,623066,0.6804000000000001
2024-11-26,694065,657462,0.9473,947544,640261,0.6757
2024-11-27,1037273,837456,0.8073999999999999,532858,433124,0.8128
2024-11-28,563618,468421,0.8311,592767,453967,0.7658
2024-11-29,1141325,700928,0.6141,635435,513326,0.8078
2024-12-02,801818,463658,0.5783,632248,541657,0.8567
2024-12-03,544491,429630,0.789,664334,549714,0.8275
2024-12-04,463164,451125,0.974,704148,550328,0.7816
2024-12-05,457012,403142,0.8820999999999999,726868,572148,0.7870999999999999
2024-12-06,881876,616705,0.6993,738861,601688,0.8143
2024-12-09,586623,420828,0.7173999999999999,774648,594443,0.7674
2024-12-10,1244300,672849,0.5407,804397,597993,0.7434000000000001
2024-12-11,475997,342877,0.7203,823593,599037,0.7273000000000001
2024-12-12,653379,424190,0.6492,819595,625526,0.7631999999999999
2024-12-13,773017,567716,0.7343999999999999,844911,596270,0.7056999999999999
2024-12-16,627619,501990,0.7998000000000001,880063,582194,0.6615000000000001
2024-12-17,669624,627268,0.9367,894078,596178,0.6668000000000001
2024-12-18,551236,436603,0.792,896211,587907,0.6559999999999999
2024-12-19,651273,566074,0.8692,877243,615752,0.7019
2024-12-20,642301,465176,0.7242000000000001,864783,597381,0.6908
2024-12-23,609078,505434,0.8298000000000001,853840,573580,0.6718000000000001
2024-12-24,573985,503371,0.877,847658,599136,0.7068000000000001
2024-12-25,526910,462210,0.8772,432475,353055,0.8164
2024-12-26,323077,285841,0.8847,457272,386632,0.8454999999999999
2024-12-27,491217,370779,0.7548,502666,413165,0.8219
2024-12-30,334624,267148,0.7984,549888,432839,0.7870999999999999
2024-12-31,511285,539213,1.0546,595907,434118,0.7284999999999999
2025-01-02,755219,823939,1.091,709147,435987,0.6148
2025-01-03,673485,707034,1.0498,767494,440711,0.5742
2025-01-06,545882,534490,0.9791,819500,452991,0.5528
2025-01-07,591979,489293,0.8265,849776,470379,0.5535
2025-01-08,892172,841027,0.9427,865256,471411,0.5448
2025-01-09,541035,413062,0.7635,858544,489343,0.57
2025-01-10,514376,486425,0.9457,874891,479659,0.5483
2025-01-13,571332,571204,0.9998,894976,503348,0.5624
2025-01-14,1383779,894117,0.6461,833966,546063,0.6548
2025-01-15,723087,510805,0.7064,879226,535127,0.6086
2025-01-16,1066477,675195,0.6331,858679,543391,0.6328
2025-01-17,908933,584507,0.6431,827748,544283,0.6575
2025-01-20,972979,642015,0.6598,771119,558288,0.7240000000000001
2025-01-21,724664,560128,0.7729,783909,566047,0.7221
2025-01-22,583041,490524,0.8412999999999999,451565,369899,0.8190999999999999
2025-01-23,762763,552511,0.7243999999999999,497900,394955,0.7931999999999999
2025-01-24,578079,506019,0.8753,503134,423689,0.8421
2025-01-27,536266,471369,0.879,547699,432488,0.7896
2025-02-05,512010,408946,0.7987000000000001,606915,449483,0.7406
2025-02-06,664408,498339,0.75,593106,498633,0.8406999999999999
2025-02-07,1203377,819112,0.6807,566869,544070,0.9598
2025-02-10,575344,421628,0.7328,592669,571339,0.964
2025-02-11,502829,436386,0.8679000000000001,644191,569244,0.8837
2025-02-12,626116,557841,0.8909999999999999,619355,614930,0.9929
2025-02-13,677211,629310,0.9293,637906,614217,0.9629
2025-02-14,846171,690119,0.8156,626289,668371,1.0672
2025-02-17,704916,570120,0.8088,646864,676339,1.0456
2025-02-18,733330,688588,0.939,691334,657770,0.9515
2025-02-19,731132,685768,0.938,676337,730682,1.0804
2025-02-20,671902,647037,0.963,693246,704737,1.0166
2025-02-21,1523834,1046409,0.6867,633846,725557,1.1447
2025-02-24,957889,699432,0.7302,672339,702253,1.0445
2025-02-25,880563,802972,0.9119,717049,709777,0.9899
2025-02-26,801904,556071,0.6934,547163,432801,0.7909999999999999
2025-02-27,736116,566234,0.7692,620039,469028,0.7564
2025-02-28,762222,761830,0.9995,721893,465017,0.6442
2025-03-03,860711,715962,0.8318000000000001,715827,491678,0.6869
2025-03-04,532015,483058,0.908,751183,496690,0.6612
2025-03-05,450898,405389,0.8991,780867,512912,0.6568
2025-03-06,1129033,666832,0.5906,763461,568953,0.7452
2025-03-07,684517,526341,0.7689,800843,553002,0.6905
2025-03-10,624566,501483,0.8029000000000001,840306,572296,0.6811
2025-03-11,499622,474728,0.9502,867366,585816,0.6754000000000001
2025-03-12,485973,378970,0.7798,885696,584877,0.6604000000000001
2025-03-13,633181,552626,0.8728,911441,575284,0.6312
2025-03-14,1112810,738621,0.6637000000000001,825317,638059,0.7731
2025-03-17,533573,410533,0.7694,882227,630228,0.7143999999999999
2025-03-18,632349,435115,0.6881,888573,643457,0.7241
2025-03-19,546912,418310,0.7648999999999999,892897,628356,0.7037
2025-03-20,486321,418233,0.86,923314,624841,0.6767
2025-03-21,855117,743930,0.87,969695,590378,0.6088
2025-03-24,731119,668826,0.9148,939265,558812,0.5949
2025-03-25,613164,588730,0.9602,948905,560507,0.5907
2025-03-26,478135,435330,0.9105,436328,365869,0.8384999999999999
2025-03-27,512203,463733,0.9054,479697,404425,0.8431000000000001
2025-03-28,369482,354975,0.9607,532055,403281,0.758
2025-03-31,564587,549610,0.9735,630437,421854,0.6690999999999999
2025-04-01,442243,385419,0.8715,643454,444040,0.6901
2025-04-02,347768,280785,0.8073999999999999,660637,457632,0.6927
2025-04-03,619038,637708,1.0302,773595,468129,0.6051
2025-04-07,1309730,961161,0.7339,819270,340670,0.4158
2025-04-08,816220,679875,0.833,858152,405259,0.4722
2025-04-09,791604,813169,1.0272,899331,459412,0.5108
2025-04-10,1035132,815043,0.7874,901790,475993,0.5278
2025-04-11,818236,729549,0.8916,887740,519134,0.5848
2025-04-14,560663,477640,0.8519,878133,533525,0.6076
2025-04-15,448994,444789,0.9906,879747,531131,0.6037
2025-04-16,666219,681437,1.0228,913179,537675,0.5888
2025-04-17,536695,555920,1.0358,908526,552699,0.6083
2025-04-18,532881,525466,0.9861,913086,543929,0.5957
2025-04-21,686507,654710,0.9537,877421,565355,0.6443000000000001
2025-04-22,515643,537617,1.0426,891069,576792,0.6473
2025-04-23,693605,529463,0.7633,477118,386901,0.8109000000000001
2025-04-24,394264,370619,0.94,519940,394097,0.758
2025-04-25,396796,340649,0.8584999999999999,541845,419705,0.7746
2025-04-28,284422,258856,0.9101,577546,422410,0.7314
2025-04-29,271953,233740,0.8595,588738,436760,0.7419
2025-04-30,415984,336385,0.8086,582433,452380,0.7767000000000001
2025-05-06,489310,506145,1.0344,613811,507205,0.8262999999999999
2025-05-07,812339,532066,0.655,657628,528730,0.804
2025-05-08,662266,534210,0.8066,654825,571854,0.8733
2025-05-09,388946,370130,0.9516,681979,549572,0.8058
2025-05-12,835408,563530,0.6746,630358,605735,0.9609
2025-05-13,648434,525115,0.8098000000000001,675669,634592,0.9392
2025-05-14,875254,618617,0.7068000000000001,657464,667884,1.0158
2025-05-15,553049,462239,0.8358,732816,634855,0.8663
2025-05-16,429349,348064,0.8107,749439,645039,0.8606999999999999
2025-05-19,470869,434288,0.9223,774656,643082,0.8301999999999999
2025-05-20,625343,493733,0.7895,759638,672940,0.8859
2025-05-21,654375,531776,0.8126000000000001,751121,718954,0.9572
2025-05-22,414574,399055,0.9626,771018,686596,0.8905
2025-05-23,658239,645038,0.9799,782230,659399,0.843
2025-05-26,542516,513007,0.9456,801617,626319,0.7813
2025-05-27,460402,480319,1.0433,809415,604612,0.747
2025-05-28,429881,384887,0.8953,536843,376168,0.7006999999999999
2025-05-29,499756,403465,0.8073,548120,425342,0.7759999999999999
2025-05-30,362953,384591,1.0596,605336,448030,0.7401000000000001
2025-06-03,339474,354791,1.0451,623278,490110,0.7863
2025-06-04,342507,351723,1.0269,628955,512094,0.8142
2025-06-05,401546,382792,0.9533,630332,544564,0.8639
2025-06-06,296387,285053,0.9618,638048,544527,0.8534
2025-06-09,533693,524849,0.9834,630875,587939,0.9319
2025-06-10,583583,610091,1.0454,671265,573859,0.8549
2025-06-11,662455,558356,0.8429000000000001,650431,612529,0.9417
2025-06-12,429645,408676,0.9512,663111,641668,0.9677
2025-06-13,513288,555169,1.0816,685539,613101,0.8943000000000001
2025-06-16,380258,394805,1.0383,680501,649968,0.9551
2025-06-17,375775,382164,1.017,718811,638588,0.8884000000000001
2025-06-18,407024,411761,1.0116,710638,644147,0.9064
2025-06-19,550382,586075,1.0649,755053,618961,0.8198000000000001
2025-06-20,503657,432817,0.8593000000000001,773888,595979,0.7701
2025-06-23,573764,532208,0.9276,722891,571636,0.7908
2025-06-24,941049,685839,0.7288,702003,626611,0.8926000000000001
2025-06-25,1337718,777344,0.5811,444553,402261,0.9049
2025-06-26,859711,520161,0.605,516441,443473,0.8587
2025-06-27,830110,445723,0.5368999999999999,545565,477981,0.8761
2025-06-30,584028,413415,0.7079000000000001,563102,516921,0.918
2025-07-01,406464,311611,0.7666,600214,524665,0.8741
2025-07-02,463176,344662,0.7441,639166,525862,0.8227
2025-07-03,721656,539522,0.7476,603105,586963,0.9732
2025-07-04,927143,599176,0.6463,617940,598888,0.9692
2025-07-07,481695,389135,0.8078,678518,573133,0.8447
2025-07-08,1026073,659945,0.6431999999999999,652515,656436,1.006
2025-07-09,921518,601265,0.6525,666206,693170,1.0405
2025-07-10,740681,558429,0.7539,694071,708589,1.0209
2025-07-11,1164195,746688,0.6414,664335,735284,1.1068
2025-07-14,488276,352509,0.7219,716938,733217,1.0227
2025-07-15,1038036,832841,0.8023,682676,781698,1.145
2025-07-16,863363,683908,0.7920999999999999,704819,788620,1.1189
2025-07-17,844718,692232,0.8195,671559,816270,1.2155
2025-07-18,995990,745977,0.7490000000000001,652690,805018,1.2334
2025-07-21,863940,674027,0.7802,619410,821603,1.3263999999999998
2025-07-22,1078391,775643,0.7193,615808,847520,1.3763
2025-07-23,1091972,710567,0.6507,481260,441721,0.9178
2025-07-24,618615,502789,0.8128,490892,495112,1.0086
2025-07-25,506214,359091,0.7094,538481,518343,0.9626
2025-07-28,573567,415825,0.725,545116,555403,1.0189
2025-07-29,715120,573548,0.802,537961,587461,1.092
2025-07-30,841585,686315,0.8155,627099,610910,0.9742
2025-07-31,960009,853693,0.8893000000000001,641074,598233,0.9332
2025-08-01,774398,710326,0.9173,660693,600662,0.9091
2025-08-04,545706,519114,0.9513,692392,634857,0.9169
2025-08-05,602852,486970,0.8078,705171,659443,0.9352
2025-08-06,522047,489872,0.9384,712362,698176,0.9801
2025-08-07,771201,653257,0.8471,747011,697949,0.9343
2025-08-08,532874,452903,0.8499,756122,712327,0.9421
2025-08-11,807075,712458,0.8828,748275,786703,1.0514
2025-08-12,814605,665384,0.8168000000000001,731062,820763,1.1227
2025-08-13,1847011,1248430,0.6759000000000001,604521,941663,1.5577
2025-08-14,1608563,1094079,0.6801999999999999,648971,949974,1.4638
2025-08-15,1679855,1111955,0.6618999999999999,627972,1002547,1.5965
2025-08-18,2028716,1244090,0.6132,634040,1084037,1.7097
2025-08-19,1606712,940293,0.5852,720937,1106608,1.535
2025-08-20,1511229,1137438,0.7526999999999999,791755,1099785,1.389
2025-08-21,1484148,1007944,0.6790999999999999,833653,1103542,1.3237
2025-08-22,1955013,1321726,0.6761,758023,1108540,1.4624
2025-08-25,2378903,1492224,0.6273,677274,1101359,1.6262
2025-08-26,1506947,944094,0.6265,761363,1132228,1.4871
2025-08-27,1834094,1314825,0.7169,558455,665295,1.1913
2025-08-28,1286940,1127328,0.8759999999999999,568321,735030,1.2933
2025-08-29,1681549,1065326,0.6335000000000001,563437,793599,1.4085
2025-09-01,1178253,839700,0.7127,598047,855096,1.4298
2025-09-02,1426495,1451446,1.0175,684295,852731,1.2461
2025-09-03,1439774,1177895,0.8181,712081,915153,1.2852
2025-09-04,1701214,1846903,1.0856,768893,829027,1.0781999999999998
2025-09-05,2020970,1381369,0.6835,718148,945502,1.3166
2025-09-08,1339668,1008141,0.7525,791472,955484,1.2072
2025-09-09,1107273,1102593,0.9958,838027,962546,1.1486
2025-09-10,1321145,966050,0.7312000000000001,846008,1013449,1.1979
2025-09-11,1923436,1359820,0.7070000000000001,751051,1105453,1.4719
2025-09-12,1294792,870135,0.672,803413,1103704,1.3738
2025-09-15,1162740,832019,0.7156,788339,1145529,1.4531
2025-09-16,1079278,966683,0.8956999999999999,825146,1160692,1.4066999999999998
2025-09-17,1485229,1117371,0.7523000000000001,824500,1219855,1.4794999999999998
2025-09-18,1706040,1470721,0.8621,868370,1167633,1.3446
2025-09-19,1133886,1012454,0.8929,868979,1171265,1.3479
2025-09-22,1007254,1004118,0.9969,817656,1133523,1.3863
2025-09-23,1574013,1605078,1.0197,788595,1152655,1.4616999999999998
2025-09-24,1395894,1057192,0.7574,528646,662659,1.2534999999999998
2025-09-25,1096879,861359,0.7853,548936,752335,1.3705
2025-09-26,874520,895308,1.0238,656792,768921,1.1707
2025-09-29,929917,857793,0.9224,629133,835970,1.3288
2025-09-30,667443,707493,1.06,652036,857069,1.3144999999999998
2025-10-09,988605,973280,0.9845,721255,913926,1.2671
2025-10-10,1183710,1253913,1.0593,866822,877052,1.0118
2025-10-13,1118012,1343064,1.2013,945730,883490,0.9342
2025-10-14,1548968,1653384,1.0674,1034042,846351,0.8184999999999999
2025-10-15,1247490,1237319,0.9918,990839,886847,0.895
2025-10-16,1047366,1141767,1.0901,947826,904201,0.954
2025-10-17,1200494,1371476,1.1424,981296,854014,0.8703
2025-10-20,1352530,1411691,1.0437,917459,852624,0.9293
2025-10-21,1601652,1580654,0.9869,886311,976204,1.1014
2025-10-22,905419,962109,1.0626,532963,645970,1.212
2025-10-23,687567,679399,0.9881,577960,671402,1.1617
2025-10-24,981384,804104,0.8194,572104,738107,1.2902
2025-10-27,1117260,834537,0.7469,584835,781149,1.3357
2025-10-28,971650,833324,0.8576,615796,827513,1.3438
2025-10-29,968802,758319,0.7827,597061,880165,1.4742
2025-10-30,1133980,992095,0.8748999999999999,666898,871504,1.3068
2025-10-31,990867,935533,0.9442,741764,838620,1.1306
2025-11-03,849074,856284,1.0085,782695,844544,1.079
2025-11-04,898037,894330,0.9959,817236,845391,1.0345
2025-11-05,1067171,981131,0.9194,826483,889632,1.0764
2025-11-06,981747,820420,0.8356999999999999,776813,933750,1.202
2025-11-07,739917,827218,1.118,797735,943859,1.1832
2025-11-10,882629,915616,1.0374,872392,955493,1.0953
2025-11-11,834862,866780,1.0382,909984,944351,1.0378
2025-11-12,899036,1120087,1.2459,937536,954901,1.0185
2025-11-13,1072756,1058017,0.9863,849939,1010321,1.1887
2025-11-14,772643,809906,1.0482,901238,970669,1.077
2025-11-17,758926,813740,1.0722,930333,973135,1.046
2025-11-18,842001,931381,1.1062,984575,962813,0.9779
2025-11-19,967307,922832,0.954,969865,973536,1.0038
2025-11-20,1105497,993268,0.8985,1000574,953770,0.9532
2025-11-21,1689385,1773563,1.0498,1065432,903518,0.848
2025-11-24,1441504,1281983,0.8893000000000001,1039567,861916,0.8291
2025-11-25,1581410,1365621,0.8634999999999999,968320,890469,0.9196
2025-11-26,1399718,1504420,1.0748,542524,736268,1.3571
2025-11-27,949237,1036616,1.0920999999999998,596326,797156,1.3368
2025-11-28,706111,814009,1.1528,605279,814543,1.3457
2025-12-01,591865,778650,1.3156,615103,856142,1.3919
2025-12-02,534116,612350,1.1465,645249,867358,1.3441999999999998
2025-12-03,808929,880091,1.088,682249,869111,1.2739
2025-12-04,752017,852244,1.1333,680903,897630,1.3183
2025-12-05,912020,949604,1.0412,657089,930425,1.416
2025-12-08,1334603,1133124,0.8490000000000001,632647,1010956,1.598
2025-12-09,1058067,1006964,0.9517,654450,1063954,1.6257
2025-12-10,1011870,1071061,1.0585,686048,1038465,1.5137
2025-12-11,1082835,1076904,0.9945,717028,1072080,1.4952
2025-12-12,1116717,1144825,1.0252,728144,1094118,1.5026
2025-12-15,840305,908112,1.0807,788900,1075637,1.3635
2025-12-16,1155098,1626131,1.4078,859892,1002241,1.1655
2025-12-17,1456865,1534500,1.0533,738132,1089452,1.476
2025-12-18,1019032,1070612,1.0506,814700,1056173,1.2963999999999998
2025-12-19,1140336,1046699,0.9179,833630,1073431,1.2877
2025-12-22,1174337,1062511,0.9048,733584,1010050,1.3769
2025-12-23,999188,1069720,1.0706,741510,1056648,1.425
2025-12-24,991506,772426,0.779,514754,532131,1.0338
2025-12-25,705571,655985,0.9297,541228,591275,1.0925
2025-12-26,799149,642749,0.8043,562083,636043,1.1316
2025-12-29,620321,530378,0.855,609416,648558,1.0642
2025-12-30,709241,603663,0.8511,616180,689776,1.1194
2025-12-31,647972,616718,0.9518,665425,681573,1.0243
2026-01-05,893289,801679,0.8974,632692,748792,1.1835
2026-01-06,1175356,889687,0.757,680909,781371,1.1475
2026-01-07,933722,739894,0.7924,708160,789476,1.1148
2026-01-08,767516,647702,0.8439,754229,814759,1.0803
2026-01-09,1062070,751385,0.7075,754249,839075,1.1125
2026-01-12,1534332,1026353,0.6689,763918,901239,1.1798
2026-01-13,1545714,926864,0.5996,842511,894411,1.0616
2026-01-14,1707050,1291187,0.7564,808630,902035,1.1155
2026-01-15,1109167,895181,0.8070999999999999,832730,906809,1.089
2026-01-16,1082681,824442,0.7615000000000001,849868,897244,1.0557
2026-01-19,867959,732783,0.8443,876598,908904,1.0369
2026-01-20,1036312,1028784,0.9927,927140,875370,0.9442
2026-01-21,886131,788833,0.8902,866051,886239,1.0233
2026-01-22,910654,870347,0.9557,863372,897191,1.0392
2026-01-23,893001,725097,0.812,825662,909056,1.101
2026-01-26,918848,897048,0.9763,805320,861084,1.0692
2026-01-27,1024751,986820,0.963,786816,871193,1.1072
2026-01-28,822810,764646,0.9293,576891,590145,1.023
2026-01-29,671756,619360,0.922,622962,627445,1.0072
2026-01-30,776361,746786,0.9619,617546,677223,1.0966
2026-02-02,771871,1100795,1.4261,682231,663055,0.9719
2026-02-03,760941,940632,1.2361,690347,670954,0.9719
2026-02-04,722313,1063067,1.4718,712490,693667,0.9736
2026-02-05,658801,909846,1.3811000000000002,758360,683266,0.901
2026-02-06,726248,868646,1.1961,751013,701419,0.934
2026-02-09,655941,765487,1.167,690605,717058,1.0383
2026-02-10,455774,513629,1.1269,695069,717770,1.0327
2026-02-11,466664,563478,1.2075,730809,715567,0.9791
2026-02-12,538972,736836,1.3671,667485,717127,1.0744
2026-02-13,607253,711412,1.1715,675571,686997,1.0169
2026-02-24,655724,835544,1.2742,658384,696791,1.0583
2026-02-25,617499,714388,1.1569,428786,545543,1.2723
2026-02-26,405732,611573,1.5073,475968,583156,1.2252
2026-02-27,435106,580502,1.3341999999999998,538671,621863,1.1544
2026-03-02,539416,761606,1.4119,556714,645531,1.1595
2026-03-03,839818,1153864,1.3739,614081,654724,1.0662
2026-03-04,709816,966971,1.3622999999999998,669816,660928,0.9867
2026-03-05,777472,885643,1.1391,622255,656673,1.0553
2026-03-06,471804,690627,1.4638,614864,675857,1.0992
2026-03-09,782893,1229445,1.5704,645124,700269,1.0855
2026-03-10,684412,832819,1.2168,592190,755426,1.2756
2026-03-11,955581,969968,1.0151,578837,812066,1.4028999999999998
2026-03-12,640809,1054361,1.6454,609899,767505,1.2584
2026-03-13,630035,827163,1.3129,616353,788293,1.279
2026-03-16,779179,1096608,1.4074,618786,813589,1.3148
2026-03-17,856922,1078801,1.2589,668820,789940,1.1811
2026-03-18,859782,1012455,1.1776,639305,829133,1.2969
2026-03-19,858584,1088649,1.268,677495,820064,1.2104
2026-03-20,1304022,1585560,1.2159,605079,844909,1.3964
2026-03-23,1108704,1639076,1.4784,699398,718726,1.0276
2026-03-24,1223217,1469471,1.2013,704559,731354,1.038
2026-03-25,898702,935132,1.0405,415139,442084,1.0649
2026-03-26,610693,729439,1.1944,465720,479635,1.0299
2026-03-27,553914,646887,1.1678,472677,507035,1.0727
2026-03-30,558751,670754,1.2005,529141,516889,0.9768
2026-03-31,730823,779378,1.0664,581027,548483,0.944
2026-04-01,551404,548198,0.9942,583498,558968,0.958
2026-04-02,626561,729090,1.1636,616801,573552,0.9299
2026-04-03,580437,651548,1.1225,629668,575739,0.9144
2026-04-07,618246,628506,1.0166,634094,600889,0.9476
2026-04-08,1048976,932432,0.8889,565628,662564,1.1714
2026-04-09,570555,541827,0.9496,579088,661125,1.1417
2026-04-10,1572649,1156718,0.7354999999999999,568515,792135,1.3933000000000002
2026-04-13,908371,745976,0.8212,623335,859752,1.3793
2026-04-14,1268033,1101078,0.8683,659036,913761,1.3865
2026-04-15,1376071,1091374,0.7931,711836,893542,1.2553
2026-04-16,1497616,1166873,0.7792,702613,973167,1.3851
2026-04-17,1333166,1289293,0.9671,692472,1014357,1.4648
2026-04-20,978883,1103129,1.1269,684714,1003428,1.4655
2026-04-21,951260,1016641,1.0687,671904,984996,1.466
2026-04-22,1157537,890171,0.769,527905,604030,1.1442
2026-04-23,962118,776520,0.8070999999999999,567848,649541,1.1439
2026-04-24,953951,882298,0.9249,617571,678547,1.0987
2026-04-27,572924,453454,0.7915000000000001,647041,692700,1.0706
2026-04-28,646238,613875,0.9499,670279,699229,1.0432
2026-04-29,868007,685845,0.7901,661209,754983,1.1418
2026-04-30,704810,600064,0.8514,697886,771384,1.1053
2026-05-06,1267187,959714,0.7574,701517,815979,1.1632
2026-05-07,846363,595103,0.7031000000000001,710057,862349,1.2145
2026-05-08,670882,551319,0.8218000000000001,747408,882468,1.1807
2026-05-11,1373107,988305,0.7198,671145,901223,1.3428
2026-05-12,1001442,719496,0.7184999999999999,709295,923525,1.3019999999999998
2026-05-13,1252471,936871,0.748,695907,972927,1.3981
2026-05-14,1477996,1055242,0.7140000000000001,753393,985111,1.3076
2026-05-15,1543488,1345064,0.8714,783164,949211,1.212
2026-05-18,1101249,932070,0.8464,795364,938466,1.1799
2026-05-19,1256046,1152536,0.9176,802137,936719,1.1678
2026-05-20,1058841,804018,0.7593000000000001,820371,958148,1.1679000000000002
2026-05-21,1734615,1407265,0.8112999999999999,831188,910271,1.0951
2026-05-22,1372741,1143158,0.8328,808123,949554,1.175
2026-05-25,1328792,1061610,0.7989,696977,943509,1.3537
2026-05-26,1321695,1135118,0.8588,690031,967166,1.4016
2026-05-27,1629499,1266731,0.7774,509622,635073,1.2462
2026-05-28,1080216,865318,0.8011,522742,686919,1.3141
